"region","year","gdp","population","urban"
"OECD Asia Oceania",2043,13229698634596.5,202078.35,94.1494304536018
"OECD Asia Oceania",2044,13516342105012.7,201635.26,94.2038278631346
"OECD Asia Oceania",2045,13809196183954.7,201187.085,94.2587249261105
"OECD Asia Oceania",2046,14108395434607,200735.122,94.3110320302961
"OECD Asia Oceania",2047,14414077335690.2,200279.324,94.3638069272892
"OECD Asia Oceania",2048,14726382344630.1,199818.737,94.4170519556422
"OECD Asia Oceania",2049,15045453962097.1,199351.607,94.4707730118383
"OECD Asia Oceania",2050,15371438797942.6,198876.49,94.5249652917648
"OECD Europe",1971,4078843423177.82,453186.648,65.4539110169344
"OECD Europe",1972,4268068946529.8,456582.281,65.7658999107052
"OECD Europe",1973,4531352549078.72,459932.355,66.0748158612555
"OECD Europe",1974,4640281469712.45,463172.919,66.3823438830421
"OECD Europe",1975,4623964579074.48,466259.064,66.6898021054461
"OECD Europe",1976,4837412306741.02,469181.971,66.9192676893237
"OECD Europe",1977,4973722925929.5,471961.704,67.1489593358435
"OECD Europe",1978,5127600031869.24,474617.691,67.379458401629
"OECD Europe",1979,5311448061863.87,477180.206,67.6111420845345
"OECD Europe",1980,5570013539093.27,479674.548,67.844289821269
"OECD Europe",1981,5591073803005.34,482110.813,68.0783510752398
"OECD Europe",1982,5646381258908.32,484492.982,68.3189280371671
"OECD Europe",1983,5752306430411.38,486834.267,68.5675946249407
"OECD Europe",1984,5931587912393.33,489148.35,68.8258496604557
"OECD Europe",1985,6089854764137.36,491449.172,69.0943162875338
"OECD Europe",1986,6267480930986.8,493730.532,69.3207295242398
"OECD Europe",1987,6454012721020.94,496002.129,69.5551491589787
"OECD Europe",1988,6714752817768.32,498310.756,69.7966020366872
"OECD Europe",1989,6946519117011.17,500716.213,70.0438921155677
"OECD Europe",1990,7350078229494.36,503254.01,70.2960923492684
"OECD Europe",1991,7451009256965.37,505970.096,70.4442928987782
"OECD Europe",1992,7540581587293.85,508837.426,70.5951434402131
"OECD Europe",1993,7551518070953.8,511730.829,70.7478874456083
"OECD Europe",1994,7758347354976.19,514476.54,70.9017176570402
"OECD Europe",1995,7980949450315.38,516960.932,71.0562051004712
"OECD Europe",1996,8149845799014.21,519121.049,71.2145243539643
"OECD Europe",1997,8392234067028.21,521024.373,71.3735602298979
"OECD Europe",1998,8646118015826.09,522846.533,71.5341283146062
"OECD Europe",1999,8884604560637.92,524836.147,71.6971659586582
"OECD Europe",2000,9242706399315.03,527168.276,71.8632069716185
"OECD Europe",2001,9408855311064.68,529897.063,72.1001157601022
"OECD Europe",2002,9534604723617.93,532955.153,72.3393629682089
"OECD Europe",2003,9675021865721.9,536246.216,72.5809016239209
"OECD Europe",2004,9940676731515.74,539620.888,72.8245494051155
"OECD Europe",2005,10168915750723.3,542962.931,73.0699922368151
"OECD Europe",2006,10516155406015.1,546249.748,73.3481753647668
"OECD Europe",2007,10861236812076.6,549494.558,73.6281611770983
"OECD Europe",2008,10888198927961.3,552658.072,73.9092140196725
"OECD Europe",2009,10438826813829.7,555701.42,74.1906212146214
"OECD Europe",2010,10691492375541.5,558596.184,74.4720833464974
"OECD Europe",2011,10935614784783,561317.534,74.7714519284001
"OECD Europe",2012,11185311322368.9,563862.166,75.0715406994969
"OECD Europe",2013,11440709264229.6,566252.458,75.3729322892458
"OECD Europe",2014,11701938792429.5,568526.138,75.6762112970461
"OECD Europe",2015,11969133061523.3,570711.8,75.9816258977288
"OECD Europe",2016,12242428266428.1,572813.835,76.2631803229928
"OECD Europe",2017,12521963711844.9,574824.997,76.5459861141922
"OECD Europe",2018,12807881883265.4,576749.261,76.8298499930041
"OECD Europe",2019,13100328519599.9,578589.333,77.1145848455691
"OECD Europe",2020,13399452687464.1,580347.947,77.4001130782596
"OECD Europe",2021,13705406857161.2,582028.985,77.6685299347414
"OECD Europe",2022,14018346980399.7,583636.175,77.9373878486124
"OECD Europe",2023,14338432569785.5,585171.477,78.2067372503941
"OECD Europe",2024,14665826780128.9,586636.226,78.4766354664941
"OECD Europe",2025,15000696491608.6,588031.778,78.7471141086502
"OECD Europe",2026,15343212394833.6,589360.607,79.0015782334927
"OECD Europe",2027,15693549077849,590624.73,79.256234465335
"OECD Europe",2028,16051885115126.5,591824.362,79.5110596876532
"OECD Europe",2029,16418403158588.6,592959.067,79.7660214178023
"OECD Europe",2030,16793290030709.7,594029.053,80.021085926766
"OECD Europe",2031,17176736819744.2,595034.97,80.2595545512525
"OECD Europe",2032,17568938977128.4,595978.983,80.4978278240987
"OECD Europe",2033,17970096417106.2,596864.573,80.7358520974012
"OECD Europe",2034,18380413618630.1,597696.03,80.9735638507052
"OECD Europe",2035,18800099729588.8,598476.659,81.2109108780437
"OECD Europe",2036,19229368673414.4,599207.87,81.4365477994238
"OECD Europe",2037,19668439258124,599889.664,81.6617098376678
"OECD Europe",2038,20117535287851.2,600522.089,81.8863724034572
"OECD Europe",2039,20576885676923.8,601104.604,82.1105133773965
"OECD Europe",2040,21046724566546.9,601636.652,82.3341187125225
"OECD Europe",2041,21527291444149.7,602117.746,82.5486500485268
"OECD Europe",2042,22018831265457.8,602547.673,82.7626496571771
"OECD Europe",2043,22521594579352.4,602926.273,82.9761316947208
"OECD Europe",2044,23035837655581,603253.379,83.1891180361188
"OECD Europe",2045,23561822615383.4,603528.228,83.4016294718312
"OECD Europe",2046,24099817565101.3,603751.594,83.6052276935765
"OECD Europe",2047,24650096732837.8,603921.691,83.80838038079
"OECD Europe",2048,25212940608237.6,604032.186,84.0111186814594
"OECD Europe",2049,25788636085459,604074.767,84.2134814272895
"OECD Europe",2050,26377476609410.3,604043.813,84.415499619293
"OECD North America",1971,4155455959374.14,233567.17,73.8018434849384
"OECD North America",1972,4384692266158.77,235796.639,73.8115177882582
"OECD North America",1973,4647078584678.71,238030.799,73.8211011962507
"OECD North America",1974,4636636926353.78,240285.944,73.8305248402512
"OECD North America",1975,4634356163718.99,242574.876,73.8397463987078
"OECD North America",1976,4884727297937.67,244910.227,73.8567272619293
"OECD North America",1977,5107027069080.11,247296.734,73.8735322185775
"OECD North America",1978,5388120760826.41,249728.723,73.8901932934034
"OECD North America",1979,5560280212816.94,252194.737,73.9067565197707
"OECD North America",1980,5554185615227.87,254687.417,73.9232615388533
"OECD North America",1981,5699293029040,257205.294,74.0732879122807
"OECD North America",1982,5582685894796.17,259755.311,74.2232616047739
"OECD North America",1983,5827349835996.19,262348.042,74.3732493160029
"OECD North America",1984,6240744460140.79,264997.644,74.5233307594961
"OECD North America",1985,6500372927179.21,267713.478,74.673553400595
"OECD North America",1986,6718407274162.92,270505.511,74.8240045220387
"OECD North America",1987,6936433779507.64,273369.853,74.9745152983566
"OECD North America",1988,7225236549319.44,276285.645,75.1250083719333
"OECD North America",1989,7477816009864.32,279223.296,75.2754042822788
"OECD North America",1990,7607587411948.49,282164.437,75.4256617848691
"OECD North America",1991,7577760970049.82,285086.455,75.7991153701083
"OECD North America",1992,7822302091057.49,288001.515,76.1724494960993
"OECD North America",1993,8044134790195.99,290966.698,76.545670798364
"OECD North America",1994,8378903164713.67,294061.304,76.9187985406472
"OECD North America",1995,8593973292282.04,297334.553,77.2918731423892
"OECD North America",1996,8906515911500.71,300817.914,77.6588919163225
"OECD North America",1997,9306136523538.5,304472.977,78.0258767622993
"OECD North America",1998,9713832723243.45,308194.169,78.3928514365741
"OECD North America",1999,10191116682638.6,311834.794,78.7598444563233
"OECD North America",2000,10623718860682.8,315291.82,79.1268737968051
"OECD North America",2001,10744881086782.4,318519.426,79.4358255563967
"OECD North America",2002,10949388053251,321553.933,79.7448076494907
"OECD North America",2003,11223783001118.2,324474.641,80.0537733676956
"OECD North America",2004,11611561503006.9,327401.347,80.3626929425864
"OECD North America",2005,11968238056973.6,330418.889,80.671553843373
"OECD North America",2006,12287835300220.3,333553.901,80.9346965519477
"OECD North America",2007,12524665181924,336772.558,81.1977552186731
"OECD North America",2008,12488740959258.3,340027.051,81.4607276759936
"OECD North America",2009,12054793827869.1,343244.511,81.7236206882638
"OECD North America",2010,12420689557047.7,346373.356,81.9864446691102
"OECD North America",2011,12706365416859.8,349399.166,82.2140104002229
"OECD North America",2012,12998611821447.5,352343.244,82.4415471156836
"OECD North America",2013,13297579893340.8,355232.42,82.6690519382932
"OECD North America",2014,13603424230887.7,358107.738,82.8965148069724
"OECD North America",2015,13916302988198.1,360998.917,83.1239280170777
"OECD North America",2016,14236377956926.6,363912.336,83.3201229405513
"OECD North America",2017,14563814649936,366837.637,83.5162934033195
"OECD North America",2018,14898782386884.5,369767.747,83.7124544403798
"OECD North America",2019,15241454381782.8,372690.228,83.9086274837311
"OECD North America",2020,15592007832563.8,375595.287,84.1048296548487
"OECD North America",2021,15950624012712.8,378480.648,84.2742825655673
"OECD North America",2022,16317488365005.2,381347.541,84.4437814368584
"OECD North America",2023,16692790597400.3,384193.285,84.6133178251197
"OECD North America",2024,17076724781140.5,387015.3,84.7828781393108
"OECD North America",2025,17469489451106.7,389810.588,84.9524519309414
"OECD North America",2026,17871287708482.2,392577.503,85.1117930895352
"OECD North America",2027,18282327325777.3,395312.328,85.2711491627066
"OECD North America",2028,18702820854270.2,398007.605,85.4305192141552
"OECD North America",2029,19132985733918.4,400654.337,85.5899033060676
"OECD North America",2030,19573044405798.5,403245.827,85.7493007574261
"OECD North America",2031,20023224427131.9,405779.473,85.9022368522628
"OECD North America",2032,20483758588955.9,408255.808,86.0551819186484
"OECD North America",2033,20954885036501.9,410675.493,86.2081319902383
"OECD North America",2034,21436847392341.4,413040.603,86.3610825656639
"OECD North America",2035,21929894882365.3,415353.391,86.5140302081366
"OECD North America",2036,22434282464659.7,417614.855,86.6600138762028
"OECD North America",2037,22950270961346.8,419826.574,86.805992926786
"OECD North America",2038,23478127193457.8,421992.542,86.9519666453617
"OECD North America",2039,24018124118907.3,424117.758,87.0979347121141
"OECD North America",2040,24570540973642.2,426207.038,87.2438971167811
"OECD North America",2041,25135663416036,428262.032,87.3830948030369
"OECD North America",2042,25713783674604.8,430285.848,87.522287994697
"OECD North America",2043,26305200699120.7,432286.499,87.6614771569894
"OECD North America",2044,26910220315200.5,434273.622,87.8006629203903
"OECD North America",2045,27529155382450.1,436254.35,87.9398464898447
"OECD North America",2046,28162325956246.4,438233.117,88.0724685154961
"OECD North America",2047,28810059453240.1,440209.617,88.2050908139015
"OECD North America",2048,29472690820664.6,442180.224,88.3377192349457
"OECD North America",2049,30150562709539.9,444138.671,88.4703610068253
"OECD North America",2050,30844025651859.3,446080.583,88.6030212470064
"Sub-Saharan Africa",1971,145592123030.34,300004.055,19.8350374300667
"Sub-Saharan Africa",1972,149437298895.419,308067.452,20.2619308594794
"Sub-Saharan Africa",1973,155626386124.391,316432.329,20.6899398982251
"Sub-Saharan Africa",1974,166871405365.893,325117.695,21.1206367818713
"Sub-Saharan Africa",1975,168721898375.034,334137.979,21.5550846431438
"Sub-Saharan Africa",1976,177938436600.038,343501.991,21.9958627549446
"Sub-Saharan Africa",1977,181171178628.734,353210.656,22.439600404515
"Sub-Saharan Africa",1978,183246081072.509,363260.215,22.8838328083597
"Sub-Saharan Africa",1979,190373185002.387,373642.573,23.3253500699145
"Sub-Saharan Africa",1980,203176516257.027,384351.792,23.7619616716396
"Sub-Saharan Africa",1981,212880506610.881,395388.816,24.1745206729231
"Sub-Saharan Africa",1982,216608615178.839,406756.908,24.5824928729392
"Sub-Saharan Africa",1983,214453473501.798,418454.851,24.9853740700882
"Sub-Saharan Africa",1984,219560511783.37,430481.062,25.3824178343255
"Sub-Saharan Africa",1985,225871818623.176,442834.541,25.7733485398105
"Sub-Saharan Africa",1986,232149211277.345,455509.66,26.2298653867674
"Sub-Saharan Africa",1987,237374875770.92,468505.94,26.6790409126476
"Sub-Saharan Africa",1988,254524333958.624,481833.157,27.1267617445148
"Sub-Saharan Africa",1989,262815600828.573,495504.982,27.5811776431915
"Sub-Saharan Africa",1990,266099224153.613,509528.286,28.0476056158048
"Sub-Saharan Africa",1991,268177111995.956,523920.062,28.4963537104907
"Sub-Saharan Africa",1992,266131867017.515,538671.134,28.9554744564248
"Sub-Saharan Africa",1993,268873163429.077,553731.691,29.416617437214
"Sub-Saharan Africa",1994,273784005619.171,569033.766,29.8690582444304
"Sub-Saharan Africa",1995,283962162877.967,584535.321,30.30616394676
"Sub-Saharan Africa",1996,297961669697.18,600225.397,30.6784987159605
"Sub-Saharan Africa",1997,308749475539.697,616140.465,31.0385197941875
"Sub-Saharan Africa",1998,315995491596.952,632346.058,31.3915798840897
"Sub-Saharan Africa",1999,324029672584.017,648933.199,31.7438154160952
"Sub-Saharan Africa",2000,335839796553.858,665975.599,32.0987105751498
"Sub-Saharan Africa",2001,348364848976.032,683496.857,32.480012898955
"Sub-Saharan Africa",2002,359855195938.867,701504.085,32.86219818335
"Sub-Saharan Africa",2003,374736603482.871,720034.676,33.2447273881329
"Sub-Saharan Africa",2004,397836010539.903,739126.691,33.626910445805
"Sub-Saharan Africa",2005,419680304862.371,758808.791,34.0084442011255
"Sub-Saharan Africa",2006,444870241611.505,779098.34,34.4137620423435
"Sub-Saharan Africa",2007,472882746743.08,799998.902,34.8193741277555
"Sub-Saharan Africa",2008,495828484438.994,821505.144,35.2248833775721
"Sub-Saharan Africa",2009,506832620852.183,843602.84,35.6297821384748
"Sub-Saharan Africa",2010,532500984287.768,866277.411,36.0338493622905
"Sub-Saharan Africa",2011,566847297774.329,889530.953,36.4536263373394
"Sub-Saharan Africa",2012,603408948480.774,913356.907,36.8731404176234
"Sub-Saharan Africa",2013,642328825657.783,937719.928,37.2929901059714
"Sub-Saharan Africa",2014,683759034912.71,962574.166,37.7138627392743
"Sub-Saharan Africa",2015,727861492664.58,987884.596,38.1361973513068
"Sub-Saharan Africa",2016,774808558941.446,1013637.334,38.5785426025425
"Sub-Saharan Africa",2017,824783710993.169,1039833.674,39.0224454498662
"Sub-Saharan Africa",2018,877982260352.229,1066473.123,39.46781033068
"Sub-Saharan Africa",2019,934612116144.947,1093560.919,39.9144822085803
"Sub-Saharan Africa",2020,994894597636.296,1121101.727,40.3623669802339
"Sub-Saharan Africa",2021,1059065299183.84,1149090.75,40.8346019431779
"Sub-Saharan Africa",2022,1127375010981.2,1177525.89,41.3082190813107
"Sub-Saharan Africa",2023,1200090699189.48,1206418.895,41.7832827623848
"Sub-Saharan Africa",2024,1277496549287.2,1235786.111,42.2598826872645
"Sub-Saharan Africa",2025,1359895076716.23,1265639.516,42.7380803672797
"Sub-Saharan Africa",2026,1447608309164.43,1295980.065,43.2404821848389
"Sub-Saharan Africa",2027,1540979045105.53,1326804.284,43.7444851149333
"Sub-Saharan Africa",2028,1640372193514.84,1358113.853,44.2500676083802
"Sub-Saharan Africa",2029,1746176199996.54,1389909.673,44.7571973334034
"Sub-Saharan Africa",2030,1858804564896.32,1422190.265,45.2658366522119
"Sub-Saharan Africa",2031,1978697459332.13,1454951.121,45.7929869615027
"Sub-Saharan Africa",2032,2106323445459.06,1488184.901,46.3215711166332
"Sub-Saharan Africa",2033,2242181307691.17,1521882.66,46.8515266326587
"Sub-Saharan Africa",2034,2386802002037.25,1556033.33,47.3827854698538
"Sub-Saharan Africa",2035,2540750731168.65,1590624.507,47.9152832925232
"Sub-Saharan Africa",2036,2704629153329.03,1625645.25,48.4555681009876
"Sub-Saharan Africa",2037,2879077733718.75,1661081.441,48.9970065505691
"Sub-Saharan Africa",2038,3064778247543.61,1696912.629,49.5395356350069
"Sub-Saharan Africa",2039,3262456444510.17,1733115.267,50.0830923078249
"Sub-Saharan Africa",2040,3472884885181.08,1769667.091,50.6276167800088
"Sub-Saharan Africa",2041,3696885960275.26,1806550.578,51.175998797538
"Sub-Saharan Africa",2042,3935335104713.01,1843749.436,51.7252670633303
"Sub-Saharan Africa",2043,4189164218967,1881243.743,52.2753475608748
"Sub-Saharan Africa",2044,4459365311090.37,1919013.03,52.8261626228924
"Sub-Saharan Africa",2045,4746994373655.7,1957037.336,53.377654504479
"Sub-Saharan Africa",2046,5053175510756.49,1995298.733,53.9294017196688
"Sub-Saharan Africa",2047,5379105331200.29,2033779.228,54.4817708112285
"Sub-Saharan Africa",2048,5726057625062.71,2072458.821,55.0347722633839
"Sub-Saharan Africa",2049,6095388341879.25,2111317.13,55.5884299973232
"Sub-Saharan Africa",2050,6488540889930.46,2150334.982,56.1427514620617
